time,Open,High,Low,Close,Volume
2015-08-09 00:00:00+00:00,262.02000000,263.59000000,260.97000000,262.51000000,490.28506333
2015-08-09 01:00:00+00:00,262.50000000,264.10000000,262.33000000,263.04000000,400.58008317
2015-08-09 02:00:00+00:00,262.93000000,263.47000000,262.12000000,262.33000000,157.27826917
2015-08-09 03:00:00+00:00,262.33000000,264.43000000,262.27000000,263.24000000,284.30172463
2015-08-09 04:00:00+00:00,263.63000000,263.63000000,262.01000000,262.02000000,162.66440000
2015-08-09 05:00:00+00:00,262.02000000,263.34000000,262.01000000,263.33000000,202.01035355
2015-08-09 06:00:00+00:00,263.33000000,263.89000000,263.01000000,263.89000000,125.79779553
2015-08-09 07:00:00+00:00,263.59000000,263.97000000,263.00000000,263.00000000,162.37482000
2015-08-09 08:00:00+00:00,263.01000000,263.99000000,263.00000000,263.08000000,161.91892258
2015-08-09 09:00:00+00:00,263.57000000,265.73000000,263.07000000,265.30000000,74.91160655
2015-08-09 10:00:00+00:00,265.30000000,265.90000000,264.76000000,265.15000000,43.82460655
2015-08-09 11:00:00+00:00,265.15000000,267.46000000,265.15000000,266.29000000,300.06124292
2015-08-09 12:00:00+00:00,266.34000000,267.41000000,266.10000000,266.60000000,107.19040000
2015-08-09 13:00:00+00:00,266.59000000,268.47000000,266.59000000,268.27000000,209.64235533
2015-08-09 14:00:00+00:00,268.26000000,268.26000000,267.85000000,267.94000000,103.95110506
2015-08-09 15:00:00+00:00,267.92000000,268.12000000,265.84000000,266.62000000,154.11240700
2015-08-09 16:00:00+00:00,267.10000000,267.32000000,265.81000000,266.32000000,417.50360000
2015-08-09 17:00:00+00:00,266.42000000,267.32000000,266.10000000,267.04000000,292.47643000
2015-08-09 18:00:00+00:00,266.41000000,267.03000000,265.77000000,265.82000000,157.66202390
2015-08-09 19:00:00+00:00,266.30000000,266.45000000,262.70000000,264.20000000,204.25490550
2015-08-09 20:00:00+00:00,264.15000000,264.78000000,262.63000000,264.15000000,267.87620000
2015-08-09 21:00:00+00:00,264.20000000,266.93000000,264.20000000,266.91000000,246.23170018
2015-08-09 22:00:00+00:00,266.96000000,268.74000000,266.74000000,268.74000000,173.68187917
2015-08-09 23:00:00+00:00,268.04000000,268.80000000,266.87000000,267.63000000,146.38498100
2015-08-10 00:00:00+00:00,267.60000000,268.89000000,267.53000000,268.07000000,206.90688487
2015-08-10 01:00:00+00:00,268.07000000,268.71000000,264.88000000,265.62000000,499.19979563
2015-08-10 02:00:00+00:00,265.99000000,267.40000000,265.64000000,266.54000000,249.70033043
2015-08-10 03:00:00+00:00,266.55000000,267.60000000,266.08000000,267.30000000,238.59996434
2015-08-10 04:00:00+00:00,267.30000000,267.34000000,266.60000000,267.07000000,124.10408179
2015-08-10 05:00:00+00:00,267.00000000,267.26000000,265.88000000,266.38000000,177.35607581
2015-08-10 06:00:00+00:00,266.38000000,267.20000000,266.30000000,266.32000000,88.77849427
2015-08-10 07:00:00+00:00,266.26000000,266.62000000,265.49000000,266.08000000,101.88360000
2015-08-10 08:00:00+00:00,266.08000000,267.32000000,265.34000000,267.32000000,95.50183938
2015-08-10 09:00:00+00:00,267.31000000,267.33000000,267.14000000,267.24000000,43.52600000
2015-08-10 10:00:00+00:00,267.23000000,267.27000000,265.38000000,265.89000000,98.92874141
2015-08-10 11:00:00+00:00,265.86000000,267.04000000,265.52000000,266.32000000,158.54080000
2015-08-10 12:00:00+00:00,266.26000000,266.72000000,265.49000000,265.53000000,69.05810000
2015-08-10 13:00:00+00:00,265.87000000,266.05000000,263.17000000,263.35000000,318.65060000
2015-08-10 14:00:00+00:00,264.05000000,265.79000000,263.36000000,264.81000000,242.14380003
2015-08-10 15:00:00+00:00,264.81000000,264.88000000,263.83000000,264.79000000,261.62340915
2015-08-10 16:00:00+00:00,264.74000000,265.12000000,264.40000000,264.54000000,414.86610000
2015-08-10 17:00:00+00:00,264.40000000,265.18000000,264.20000000,264.91000000,324.55486586
2015-08-10 18:00:00+00:00,264.91000000,265.99000000,264.57000000,265.25000000,416.19045428
2015-08-10 19:00:00+00:00,265.20000000,265.44000000,264.01000000,264.31000000,391.62889900
2015-08-10 20:00:00+00:00,264.47000000,265.98000000,264.47000000,265.73000000,290.15962890
2015-08-10 21:00:00+00:00,265.70000000,265.71000000,264.77000000,264.99000000,174.57214859
2015-08-10 22:00:00+00:00,264.90000000,265.40000000,264.78000000,264.85000000,169.76523519
2015-08-10 23:00:00+00:00,264.94000000,265.19000000,263.48000000,265.15000000,322.34230000
2015-08-11 00:00:00+00:00,265.15000000,265.24000000,264.96000000,265.01000000,241.40714511
2015-08-11 01:00:00+00:00,265.05000000,265.63000000,265.00000000,265.36000000,304.72350203
2015-08-11 02:00:00+00:00,265.37000000,265.63000000,264.91000000,265.40000000,228.99898175
2015-08-11 03:00:00+00:00,265.41000000,266.52000000,265.17000000,266.51000000,163.24382985
